DateTime,CoolingDemand_1,HeatingDemand_1,HeatingDemand_2,Elect
4-1-2019 07:00,71560.76367,4000549.931,4000549.931,1.00E-04
4-1-2019 08:00,71561.45352,4784956.267,4784956.267,1.00E-04
4-1-2019 09:00,71562.15193,3909477.348,3909477.348,1.00E-04
4-1-2019 10:00,71562.8589,3645594.085,3645594.085,1.00E-04
4-1-2019 11:00,71563.57443,4466794.178,4466794.178,1.00E-04
4-1-2019 12:00,71564.29851,3959900.245,3959900.245,1.00E-04
4-1-2019 13:00,71565.03116,3212250.258,3212250.258,1.00E-04
4-1-2019 14:00,71565.77236,3431834.308,3431834.308,1.00E-04
4-1-2019 15:00,71566.52212,3466820.581,3466820.581,1.00E-04
4-1-2019 16:00,71567.28044,3243230.613,3243230.613,1.00E-04
4-1-2019 17:00,71568.04732,3410154.797,3410154.797,1.00E-04
4-1-2019 18:00,71568.82275,3256613.948,3256613.948,1.00E-04
4-1-2019 19:00,71569.60674,2964683.764,2964683.764,1.00E-04
4-1-2019 20:00,71570.39928,2441040.882,2441040.882,1.00E-04
4-1-2019 21:00,71571.20038,1587072.13,1587072.13,1.00E-04
4-1-2019 22:00,71572.01004,744919.77,744919.77,1.00E-04
4-1-2019 23:00,71572.82824,320109.657,320109.657,1.00E-04
5-1-2019 00:00,71573.65501,133150.703,133150.703,1.00E-04
5-1-2019 01:00,71574.49032,44398.564,44398.564,1.00E-04
5-1-2019 02:00,71575.33419,27506.717,27506.717,1.00E-04
5-1-2019 03:00,71576.18661,54192.019,54192.019,1.00E-04
5-1-2019 04:00,71577.04759,273288.68,273288.68,1.00E-04
5-1-2019 05:00,71577.91711,1245713.413,1245713.413,1.00E-04
5-1-2019 06:00,71578.79519,2606987.019,2606987.019,1.00E-04
5-1-2019 07:00,71579.68182,3455792.9,3455792.9,1.00E-04
5-1-2019 08:00,71580.577,4198017.635,4198017.635,1.00E-04
5-1-2019 09:00,71581.48073,3470301.702,3470301.702,1.00E-04
5-1-2019 10:00,71582.39301,3317299.209,3317299.209,1.00E-04
5-1-2019 11:00,71583.31383,4202299.668,4202299.668,1.00E-04
5-1-2019 12:00,71584.24321,3739473.129,3739473.129,1.00E-04
5-1-2019 13:00,71585.18114,2964287.466,2964287.466,1.00E-04
5-1-2019 14:00,71586.12761,3201411.416,3201411.416,1.00E-04
5-1-2019 15:00,71587.08263,3291064.896,3291064.896,1.00E-04
5-1-2019 16:00,71588.04619,3077326.532,3077326.532,1.00E-04
5-1-2019 17:00,71589.0183,3255186.543,3255186.543,1.00E-04
5-1-2019 18:00,71589.99896,3131689.225,3131689.225,1.00E-04
5-1-2019 19:00,71590.98816,2864130.633,2864130.633,1.00E-04
5-1-2019 20:00,71591.98591,2358009.983,2358009.983,1.00E-04
5-1-2019 21:00,71592.9922,1521983.988,1521983.988,1.00E-04
5-1-2019 22:00,71594.00704,720077.659,720077.659,1.00E-04
5-1-2019 23:00,71595.03042,312133.339,312133.339,1.00E-04
6-1-2019 00:00,71596.06234,128378.922,128378.922,1.00E-04
6-1-2019 01:00,71597.1028,43053.759,43053.759,1.00E-04
6-1-2019 02:00,71598.15181,24706.409,24706.409,1.00E-04
6-1-2019 03:00,71599.20935,49531.146,49531.146,1.00E-04
6-1-2019 04:00,71600.27544,255987.991,255987.991,1.00E-04
6-1-2019 05:00,71601.35006,1203464.794,1203464.794,1.00E-04
6-1-2019 06:00,71602.43323,2530629.451,2530629.451,1.00E-04
6-1-2019 07:00,71603.52493,3385230.38,3385230.38,1.00E-04
6-1-2019 08:00,71604.62518,4131505.581,4131505.581,1.00E-04
6-1-2019 09:00,71605.73396,3421743.486,3421743.486,1.00E-04
6-1-2019 10:00,71606.85127,3170364.981,3170364.981,1.00E-04
6-1-2019 11:00,71607.97713,4116777.665,4116777.665,1.00E-04
6-1-2019 12:00,71609.11152,3673417.783,3673417.783,1.00E-04
6-1-2019 13:00,71610.25444,2896065.529,2896065.529,1.00E-04
6-1-2019 14:00,71611.4059,3181144.575,3181144.575,1.00E-04
6-1-2019 15:00,71612.56589,3245472.93,3245472.93,1.00E-04
6-1-2019 16:00,71613.73442,3043434.814,3043434.814,1.00E-04
6-1-2019 17:00,71614.91148,3208591.218,3208591.218,1.00E-04
6-1-2019 18:00,71616.09707,3078577.607,3078577.607,1.00E-04
6-1-2019 19:00,71617.2912,2807149.401,2807149.401,1.00E-04
6-1-2019 20:00,71618.49385,2314252.003,2314252.003,1.00E-04
6-1-2019 21:00,71619.70504,1508466.596,1508466.596,1.00E-04
6-1-2019 22:00,71620.92476,718988.69,718988.69,1.00E-04
6-1-2019 23:00,71622.153,321088.67,321088.67,1.00E-04
7-1-2019 00:00,71623.38978,137425.239,137425.239,1.00E-04
7-1-2019 01:00,71624.63508,47589.234,47589.234,1.00E-04
7-1-2019 02:00,71625.88891,29823.066,29823.066,1.00E-04
7-1-2019 03:00,71627.15126,62924.015,62924.015,1.00E-04
7-1-2019 04:00,71628.42214,295835.4,295835.4,1.00E-04
7-1-2019 05:00,71629.70155,1309037.758,1309037.758,1.00E-04
7-1-2019 06:00,71630.98948,2676684.052,2676684.052,1.00E-04
7-1-2019 07:00,71632.28594,3511157.02,3511157.02,1.00E-04
7-1-2019 08:00,71633.59092,4203606.057,4203606.057,1.00E-04
7-1-2019 09:00,71634.90442,3408113.156,3408113.156,1.00E-04
7-1-2019 10:00,71636.22645,3228068.277,3228068.277,1.00E-04
7-1-2019 11:00,71637.55699,4079282.445,4079282.445,1.00E-04
7-1-2019 12:00,71638.89606,3599171.758,3599171.758,1.00E-04
7-1-2019 13:00,71640.24365,2801680.77,2801680.77,1.00E-04
7-1-2019 14:00,71641.59975,3077864.23,3077864.23,1.00E-04
7-1-2019 15:00,71642.96438,3146747.373,3146747.373,1.00E-04
7-1-2019 16:00,71644.33752,2947027.531,2947027.531,1.00E-04
7-1-2019 17:00,71645.71918,3114780.452,3114780.452,1.00E-04
7-1-2019 18:00,71647.10936,2947419.538,2947419.538,1.00E-04
7-1-2019 19:00,71648.50805,2673475.728,2673475.728,1.00E-04
7-1-2019 20:00,71649.91525,2157914.073,2157914.073,1.00E-04
7-1-2019 21:00,71651.33098,1373551.676,1373551.676,1.00E-04
7-1-2019 22:00,71652.75521,659933.617,659933.617,1.00E-04
7-1-2019 23:00,71654.18796,286603.24,286603.24,1.00E-04
8-1-2019 00:00,71655.62922,116455.332,116455.332,1.00E-04
8-1-2019 01:00,71657.07899,38739.89,38739.89,1.00E-04
8-1-2019 02:00,71658.53727,21627.256,21627.256,1.00E-04
8-1-2019 03:00,71660.00407,34384.392,34384.392,1.00E-04
8-1-2019 04:00,71661.47937,193584.762,193584.762,1.00E-04
8-1-2019 05:00,71662.96318,984811.541,984811.541,1.00E-04
8-1-2019 06:00,71664.45549,2129481.571,2129481.571,1.00E-04
8-1-2019 07:00,71665.95632,2896647.082,2896647.082,1.00E-04
8-1-2019 08:00,71667.46565,3590680.17,3590680.17,1.00E-04
8-1-2019 09:00,71668.98348,3055344.355,3055344.355,1.00E-04
8-1-2019 10:00,71670.50982,2888480.532,2888480.532,1.00E-04
8-1-2019 11:00,71672.04467,3887643.599,3887643.599,1.00E-04
8-1-2019 12:00,71673.58802,3458798.532,3458798.532,1.00E-04
8-1-2019 13:00,71675.13986,2677836.798,2677836.798,1.00E-04
8-1-2019 14:00,71676.70021,2964723.349,2964723.349,1.00E-04
8-1-2019 15:00,71678.26907,3058794.508,3058794.508,1.00E-04
8-1-2019 16:00,71679.84642,2860681.173,2860681.173,1.00E-04
8-1-2019 17:00,71681.43227,3036831.623,3036831.623,1.00E-04
8-1-2019 18:00,71683.02661,2913614.473,2913614.473,1.00E-04
8-1-2019 19:00,71684.62946,2682266.797,2682266.797,1.00E-04
8-1-2019 20:00,71686.2408,2218341.37,2218341.37,1.00E-04
8-1-2019 21:00,71687.86064,1454752.964,1454752.964,1.00E-04
8-1-2019 22:00,71689.48897,679044.569,679044.569,1.00E-04
8-1-2019 23:00,71691.1258,303638.279,303638.279,1.00E-04
9-1-2019 00:00,71692.77112,122644.452,122644.452,1.00E-04
9-1-2019 01:00,71694.42493,42134.652,42134.652,1.00E-04
9-1-2019 02:00,71696.08723,23418.276,23418.276,1.00E-04
9-1-2019 03:00,71697.75803,42030.121,42030.121,1.00E-04
9-1-2019 04:00,71699.43731,226785.048,226785.048,1.00E-04
9-1-2019 05:00,71701.12508,1112420.68,1112420.68,1.00E-04
9-1-2019 06:00,71702.82134,2366317.632,2366317.632,1.00E-04
9-1-2019 07:00,71704.52609,3207258.411,3207258.411,1.00E-04
9-1-2019 08:00,71706.23932,3923901.814,3923901.814,1.00E-04
9-1-2019 09:00,71707.96104,3211818.267,3211818.267,1.00E-04
9-1-2019 10:00,71709.69125,3133226.992,3133226.992,1.00E-04
9-1-2019 11:00,71711.42993,4000703.875,4000703.875,1.00E-04
9-1-2019 12:00,71713.1771,3407852.973,3407852.973,1.00E-04
9-1-2019 13:00,71714.93276,2464899.997,2464899.997,1.00E-04
9-1-2019 14:00,71716.69689,3046235.906,3046235.906,1.00E-04
9-1-2019 15:00,71718.4695,3164987.441,3164987.441,1.00E-04
9-1-2019 16:00,71720.25059,2987313.294,2987313.294,1.00E-04
9-1-2019 17:00,71722.04016,3176732.468,3176732.468,1.00E-04
9-1-2019 18:00,71723.83821,3047905.721,3047905.721,1.00E-04
9-1-2019 19:00,71725.64473,2778751.633,2778751.633,1.00E-04
9-1-2019 20:00,71727.45973,2297507.002,2297507.002,1.00E-04
9-1-2019 21:00,71729.28321,1495299.582,1495299.582,1.00E-04
9-1-2019 22:00,71731.11515,715297.597,715297.597,1.00E-04
9-1-2019 23:00,71732.95557,311283.112,311283.112,1.00E-04
10-1-2019 00:00,71734.80446,131637.086,131637.086,1.00E-04
10-1-2019 01:00,71736.66183,47457.172,47457.172,1.00E-04
10-1-2019 02:00,71738.52766,29092.938,29092.938,1.00E-04
10-1-2019 03:00,71740.40196,59063.116,59063.116,1.00E-04
10-1-2019 04:00,71742.28473,286540.499,286540.499,1.00E-04
10-1-2019 05:00,71744.17596,1304640.141,1304640.141,1.00E-04
10-1-2019 06:00,71746.07566,2727818.142,2727818.142,1.00E-04
10-1-2019 07:00,71747.98383,3641375.304,3641375.304,1.00E-04
10-1-2019 08:00,71749.90046,4380069.26,4380069.26,1.00E-04
10-1-2019 09:00,71751.82555,3564355.676,3564355.676,1.00E-04
10-1-2019 10:00,71753.7591,3396375.78,3396375.78,1.00E-04
10-1-2019 11:00,71755.70112,4237463.328,4237463.328,1.00E-04
10-1-2019 12:00,71757.65159,3717827.946,3717827.946,1.00E-04
10-1-2019 13:00,71759.61053,2927781.514,2927781.514,1.00E-04
10-1-2019 14:00,71761.57792,3246898.641,3246898.641,1.00E-04
10-1-2019 15:00,71763.55377,3329885.51,3329885.51,1.00E-04
10-1-2019 16:00,71765.53807,3136623.763,3136623.763,1.00E-04
10-1-2019 17:00,71767.53083,3335382.085,3335382.085,1.00E-04
10-1-2019 18:00,71769.53205,3225628.441,3225628.441,1.00E-04
10-1-2019 19:00,71771.54171,2952838.119,2952838.119,1.00E-04
10-1-2019 20:00,71773.55983,2430201.704,2430201.704,1.00E-04
10-1-2019 21:00,71775.5864,1574768.657,1574768.657,1.00E-04
10-1-2019 22:00,71777.62142,743881.635,743881.635,1.00E-04
10-1-2019 23:00,71779.66489,322025.417,322025.417,1.00E-04
11-1-2019 00:00,71781.7168,133978.383,133978.383,1.00E-04
11-1-2019 01:00,71783.77716,46682.776,46682.776,1.00E-04
11-1-2019 02:00,71785.84597,32044.404,32044.404,1.00E-04
11-1-2019 03:00,71787.92322,58268.098,58268.098,1.00E-04
11-1-2019 04:00,71790.00892,276378.284,276378.284,1.00E-04
11-1-2019 05:00,71792.10305,1232452.256,1232452.256,1.00E-04
11-1-2019 06:00,71794.20563,2563184.47,2563184.47,1.00E-04
11-1-2019 07:00,71796.31665,3372296.956,3372296.956,1.00E-04
11-1-2019 08:00,71798.43611,4052900.11,4052900.11,1.00E-04
11-1-2019 09:00,71800.564,3300334.73,3300334.73,1.00E-04
11-1-2019 10:00,71802.70034,3179950.963,3179950.963,1.00E-04
11-1-2019 11:00,71804.8451,4035334.919,4035334.919,1.00E-04
11-1-2019 12:00,71806.99831,3587393.187,3587393.187,1.00E-04
11-1-2019 13:00,71809.15994,2760176.076,2760176.076,1.00E-04
11-1-2019 14:00,71811.33001,3089535.862,3089535.862,1.00E-04
11-1-2019 15:00,71813.50851,3157630.175,3157630.175,1.00E-04
11-1-2019 16:00,71815.69544,2956468.816,2956468.816,1.00E-04
11-1-2019 17:00,71817.8908,3134936.119,3134936.119,1.00E-04
11-1-2019 18:00,71820.09459,3006769.262,3006769.262,1.00E-04
11-1-2019 19:00,71822.3068,2752950.354,2752950.354,1.00E-04
11-1-2019 20:00,71824.52744,2264671.717,2264671.717,1.00E-04
11-1-2019 21:00,71826.75651,1463229.054,1463229.054,1.00E-04
11-1-2019 22:00,71828.99399,692110.09,692110.09,1.00E-04
11-1-2019 23:00,71831.2399,298012.862,298012.862,1.00E-04
12-1-2019 00:00,71833.49423,124020.302,124020.302,1.00E-04
12-1-2019 01:00,71835.75698,42031.633,42031.633,1.00E-04
12-1-2019 02:00,71838.02815,24138.898,24138.898,1.00E-04
12-1-2019 03:00,71840.30774,41786.129,41786.129,1.00E-04
12-1-2019 04:00,71842.59574,225045.429,225045.429,1.00E-04
12-1-2019 05:00,71844.89216,1075622.702,1075622.702,1.00E-04
12-1-2019 06:00,71847.19699,2297811.481,2297811.481,1.00E-04
12-1-2019 07:00,71849.51024,3069168.417,3069168.417,1.00E-04
12-1-2019 08:00,71851.8319,3764606.566,3764606.566,1.00E-04
12-1-2019 09:00,71854.16197,3117864.603,3117864.603,1.00E-04
12-1-2019 10:00,71856.50044,3069678.374,3069678.374,1.00E-04
12-1-2019 11:00,71858.84733,3938366.404,3938366.404,1.00E-04
12-1-2019 12:00,71861.20262,3468937.185,3468937.185,1.00E-04
12-1-2019 13:00,71863.56632,2627238.992,2627238.992,1.00E-04
12-1-2019 14:00,71865.93842,2965722.067,2965722.067,1.00E-04
12-1-2019 15:00,71868.31892,3045144.326,3045144.326,1.00E-04
12-1-2019 16:00,71870.70783,2843714.727,2843714.727,1.00E-04
12-1-2019 17:00,71873.10514,3012524.431,3012524.431,1.00E-04
12-1-2019 18:00,71875.51085,2883252.085,2883252.085,1.00E-04
12-1-2019 19:00,71877.92495,2620620.31,2620620.31,1.00E-04
12-1-2019 20:00,71880.34746,2145019.758,2145019.758,1.00E-04
12-1-2019 21:00,71882.77835,1381864.687,1381864.687,1.00E-04
12-1-2019 22:00,71885.21765,653813.475,653813.475,1.00E-04
12-1-2019 23:00,71887.66533,279301.736,279301.736,1.00E-04
13-1-2019 00:00,71890.12141,114308.789,114308.789,1.00E-04
13-1-2019 01:00,71892.58588,38106.075,38106.075,1.00E-04
13-1-2019 02:00,71895.05874,21302.834,21302.834,1.00E-04
13-1-2019 03:00,71897.53999,32236.813,32236.813,1.00E-04
13-1-2019 04:00,71900.02962,176867.257,176867.257,1.00E-04
13-1-2019 05:00,71902.52764,897913.464,897913.464,1.00E-04
13-1-2019 06:00,71905.03405,1950284.882,1950284.882,1.00E-04
13-1-2019 07:00,71907.54883,2632362.425,2632362.425,1.00E-04
13-1-2019 08:00,71910.072,3260971.63,3260971.63,1.00E-04
13-1-2019 09:00,71912.60355,2751903.966,2751903.966,1.00E-04
13-1-2019 10:00,71915.14348,2790304.391,2790304.391,1.00E-04
13-1-2019 11:00,71917.69179,3704384.649,3704384.649,1.00E-04
13-1-2019 12:00,71920.24847,3265044.482,3265044.482,1.00E-04
13-1-2019 13:00,71922.81353,2414744.759,2414744.759,1.00E-04
13-1-2019 14:00,71925.38696,2754978.751,2754978.751,1.00E-04
13-1-2019 15:00,71927.96877,2825338.159,2825338.159,1.00E-04
13-1-2019 16:00,71930.55894,2620166.787,2620166.787,1.00E-04
13-1-2019 17:00,71933.15749,2872655.345,2872655.345,1.00E-04
13-1-2019 18:00,71935.7644,2720833.836,2720833.836,1.00E-04
13-1-2019 19:00,71938.37969,2480052.652,2480052.652,1.00E-04
13-1-2019 20:00,71941.00334,2027615.674,2027615.674,1.00E-04
13-1-2019 21:00,71943.63535,1308494.614,1308494.614,1.00E-04
13-1-2019 22:00,71946.27572,619174.703,619174.703,1.00E-04
13-1-2019 23:00,71948.92446,265701.569,265701.569,1.00E-04
14-1-2019 00:00,71951.58156,109703.433,109703.433,1.00E-04
14-1-2019 01:00,71954.24702,35897.883,35897.883,1.00E-04
14-1-2019 02:00,71956.92083,20087.431,20087.431,1.00E-04
14-1-2019 03:00,71959.60301,29683.01,29683.01,1.00E-04
14-1-2019 04:00,71962.29353,161143.374,161143.374,1.00E-04
14-1-2019 05:00,71964.99241,871267.327,871267.327,1.00E-04
14-1-2019 06:00,71967.69965,1935180.17,1935180.17,1.00E-04
14-1-2019 07:00,71970.41523,2689712.774,2689712.774,1.00E-04
14-1-2019 08:00,71973.13916,3294123.525,3294123.525,1.00E-04
14-1-2019 09:00,71975.87144,2514434.09,2514434.09,1.00E-04
14-1-2019 10:00,71978.61207,2235536.989,2235536.989,1.00E-04
14-1-2019 11:00,71981.36105,3313877.294,3313877.294,1.00E-04
14-1-2019 12:00,71984.11836,2850254.428,2850254.428,1.00E-04
14-1-2019 13:00,71986.88402,2297394.449,2297394.449,1.00E-04
14-1-2019 14:00,71989.65802,2803865.379,2803865.379,1.00E-04
14-1-2019 15:00,71992.44036,3015735.429,3015735.429,1.00E-04
14-1-2019 16:00,71995.23104,2915988.341,2915988.341,1.00E-04
14-1-2019 17:00,71998.03006,3095285.2,3095285.2,1.00E-04
14-1-2019 18:00,72000.83741,2987469.387,2987469.387,1.00E-04
14-1-2019 19:00,72003.65309,2749366.109,2749366.109,1.00E-04
14-1-2019 20:00,72006.47711,2239872.803,2239872.803,1.00E-04
14-1-2019 21:00,72009.30945,1445260.95,1445260.95,1.00E-04
14-1-2019 22:00,72012.15013,699278.636,699278.636,1.00E-04
14-1-2019 23:00,72014.99914,305361.721,305361.721,1.00E-04
15-1-2019 00:00,72017.85647,125459.257,125459.257,1.00E-04
15-1-2019 01:00,72020.72212,42730.471,42730.471,1.00E-04
15-1-2019 02:00,72023.5961,24423.364,24423.364,1.00E-04
15-1-2019 03:00,72026.4784,43909.439,43909.439,1.00E-04
15-1-2019 04:00,72029.36903,226605.624,226605.624,1.00E-04
15-1-2019 05:00,72032.26797,1096958.611,1096958.611,1.00E-04
15-1-2019 06:00,72035.17523,2302192.921,2302192.921,1.00E-04
15-1-2019 07:00,72038.0908,3053260.812,3053260.812,1.00E-04
15-1-2019 08:00,72041.01469,3702824.993,3702824.993,1.00E-04
15-1-2019 09:00,72043.9469,3006651.354,3006651.354,1.00E-04
15-1-2019 10:00,72046.88741,2985717.714,2985717.714,1.00E-04
15-1-2019 11:00,72049.83624,3895135.23,3895135.23,1.00E-04
15-1-2019 12:00,72052.79337,3408807.542,3408807.542,1.00E-04
15-1-2019 13:00,72055.75881,2541143.381,2541143.381,1.00E-04
15-1-2019 14:00,72058.73256,2879302.363,2879302.363,1.00E-04
15-1-2019 15:00,72061.71461,2964565.331,2964565.331,1.00E-04
15-1-2019 16:00,72064.70496,2774753.296,2774753.296,1.00E-04
15-1-2019 17:00,72067.70362,2945074.062,2945074.062,1.00E-04
15-1-2019 18:00,72070.71057,2829042.426,2829042.426,1.00E-04
15-1-2019 19:00,72073.72582,2576748.615,2576748.615,1.00E-04
15-1-2019 20:00,72076.74937,2117280.991,2117280.991,1.00E-04
15-1-2019 21:00,72079.78121,1367793.651,1367793.651,1.00E-04
15-1-2019 22:00,72082.82135,646833.677,646833.677,1.00E-04
15-1-2019 23:00,72085.86977,277237.093,277237.093,1.00E-04
16-1-2019 00:00,72088.92649,112464.065,112464.065,1.00E-04
16-1-2019 01:00,72091.9915,37392.11,37392.11,1.00E-04
16-1-2019 02:00,72095.06479,21024.633,21024.633,1.00E-04
16-1-2019 03:00,72098.14637,31658.823,31658.823,1.00E-04
16-1-2019 04:00,72101.23623,173260.927,173260.927,1.00E-04
16-1-2019 05:00,72104.33437,903174.755,903174.755,1.00E-04
16-1-2019 06:00,72107.4408,1989088.073,1989088.073,1.00E-04
16-1-2019 07:00,72110.5555,2726861.256,2726861.256,1.00E-04
16-1-2019 08:00,72113.67848,3413868.444,3413868.444,1.00E-04
16-1-2019 09:00,72116.80974,2837215.955,2837215.955,1.00E-04
16-1-2019 10:00,72119.94927,2895171.44,2895171.44,1.00E-04
16-1-2019 11:00,72123.09707,3848828.984,3848828.984,1.00E-04
16-1-2019 12:00,72126.25315,3393378.772,3393378.772,1.00E-04
16-1-2019 13:00,72129.41749,2535479.709,2535479.709,1.00E-04
16-1-2019 14:00,72132.5901,2944185.111,2944185.111,1.00E-04
16-1-2019 15:00,72135.77098,3040623.901,3040623.901,1.00E-04
16-1-2019 16:00,72138.96012,2848066.816,2848066.816,1.00E-04
16-1-2019 17:00,72142.15752,3052753.018,3052753.018,1.00E-04
16-1-2019 18:00,72145.36319,2933711.046,2933711.046,1.00E-04
16-1-2019 19:00,72148.57711,2674127.925,2674127.925,1.00E-04
16-1-2019 20:00,72151.7993,2184482.167,2184482.167,1.00E-04
16-1-2019 21:00,72155.02974,1423817.605,1423817.605,1.00E-04
16-1-2019 22:00,72158.26843,681144.17,681144.17,1.00E-04
16-1-2019 23:00,72161.51538,295697.696,295697.696,1.00E-04
17-1-2019 00:00,72164.77057,121490.929,121490.929,1.00E-04
17-1-2019 01:00,72168.03402,41334.615,41334.615,1.00E-04
17-1-2019 02:00,72171.30571,23644.698,23644.698,1.00E-04
17-1-2019 03:00,72174.58566,40526.794,40526.794,1.00E-04
17-1-2019 04:00,72177.87384,218211.728,218211.728,1.00E-04
17-1-2019 05:00,72181.17027,1070496.987,1070496.987,1.00E-04
17-1-2019 06:00,72184.47494,2287345.417,2287345.417,1.00E-04
17-1-2019 07:00,72187.78785,3106032.965,3106032.965,1.00E-04
