DateTime,CoolingDemand_A,CoolingDemand_C,CoolingDemand_E,CoolingDemand_F,CoolingDemand_G,CoolingDemand_H,HeatingDemand_A,HeatingDemand_B,HeatingDemand_C,HeatingDemand_D,HeatingDemand_E,HeatingDemand_F,HeatingDemand_G,HeatingDemand_H
01-03-2019 15:00,7155089.048,7155089.048,7155089.048,7155089.048,7155089.048,7155089.048,0.506249886,0.506249886,0.506249886,0.506249886,0.506249886,0.506249886,0.506249886,0.506249886
01-03-2019 16:00,7155144.333,7155144.333,7155144.333,7155144.333,7155144.333,7155144.333,0.487711428,0.487711428,0.487711428,0.487711428,0.487711428,0.487711428,0.487711428,0.487711428
01-03-2019 17:00,7155200.474,7155200.474,7155200.474,7155200.474,7155200.474,7155200.474,0.504661317,0.504661317,0.504661317,0.504661317,0.504661317,0.504661317,0.504661317,0.504661317
01-03-2019 18:00,7155257.472,7155257.472,7155257.472,7155257.472,7155257.472,7155257.472,0.490970828,0.490970828,0.490970828,0.490970828,0.490970828,0.490970828,0.490970828,0.490970828
01-03-2019 19:00,7155315.326,7155315.326,7155315.326,7155315.326,7155315.326,7155315.326,0.445743687,0.445743687,0.445743687,0.445743687,0.445743687,0.445743687,0.445743687,0.445743687
01-03-2019 20:00,7155374.036,7155374.036,7155374.036,7155374.036,7155374.036,7155374.036,0.369159712,0.369159712,0.369159712,0.369159712,0.369159712,0.369159712,0.369159712,0.369159712
01-03-2019 21:00,7155433.603,7155433.603,7155433.603,7155433.603,7155433.603,7155433.603,0.239956244,0.239956244,0.239956244,0.239956244,0.239956244,0.239956244,0.239956244,0.239956244
01-03-2019 22:00,7155494.027,7155494.027,7155494.027,7155494.027,7155494.027,7155494.027,0.113382063,0.113382063,0.113382063,0.113382063,0.113382063,0.113382063,0.113382063,0.113382063
01-03-2019 23:00,7155555.306,7155555.306,7155555.306,7155555.306,7155555.306,7155555.306,0.049037055,0.049037055,0.049037055,0.049037055,0.049037055,0.049037055,0.049037055,0.049037055
01-04-2019 00:00,7155617.442,7155617.442,7155617.442,7155617.442,7155617.442,7155617.442,0.02030774,0.02030774,0.02030774,0.02030774,0.02030774,0.02030774,0.02030774,0.02030774
01-04-2019 01:00,7155680.434,7155680.434,7155680.434,7155680.434,7155680.434,7155680.434,0.007109878,0.007109878,0.007109878,0.007109878,0.007109878,0.007109878,0.007109878,0.007109878
01-04-2019 02:00,7155744.283,7155744.283,7155744.283,7155744.283,7155744.283,7155744.283,0.005020789,0.005020789,0.005020789,0.005020789,0.005020789,0.005020789,0.005020789,0.005020789
01-04-2019 03:00,7155808.987,7155808.987,7155808.987,7155808.987,7155808.987,7155808.987,0.01117393,0.01117393,0.01117393,0.01117393,0.01117393,0.01117393,0.01117393,0.01117393
01-04-2019 04:00,7155874.548,7155874.548,7155874.548,7155874.548,7155874.548,7155874.548,0.049549104,0.049549104,0.049549104,0.049549104,0.049549104,0.049549104,0.049549104,0.049549104
01-04-2019 05:00,7155940.965,7155940.965,7155940.965,7155940.965,7155940.965,7155940.965,0.216591901,0.216591901,0.216591901,0.216591901,0.216591901,0.216591901,0.216591901,0.216591901
01-04-2019 06:00,7156008.238,7156008.238,7156008.238,7156008.238,7156008.238,7156008.238,0.435886536,0.435886536,0.435886536,0.435886536,0.435886536,0.435886536,0.435886536,0.435886536
01-04-2019 07:00,7156076.367,7156076.367,7156076.367,7156076.367,7156076.367,7156076.367,0.571507133,0.571507133,0.571507133,0.571507133,0.571507133,0.571507133,0.571507133,0.571507133
01-04-2019 08:00,7156145.352,7156145.352,7156145.352,7156145.352,7156145.352,7156145.352,0.683565181,0.683565181,0.683565181,0.683565181,0.683565181,0.683565181,0.683565181,0.683565181
01-04-2019 09:00,7156215.193,7156215.193,7156215.193,7156215.193,7156215.193,7156215.193,0.558496764,0.558496764,0.558496764,0.558496764,0.558496764,0.558496764,0.558496764,0.558496764
01-04-2019 10:00,7156285.89,7156285.89,7156285.89,7156285.89,7156285.89,7156285.89,0.520799155,0.520799155,0.520799155,0.520799155,0.520799155,0.520799155,0.520799155,0.520799155
01-04-2019 11:00,7156357.443,7156357.443,7156357.443,7156357.443,7156357.443,7156357.443,0.638113454,0.638113454,0.638113454,0.638113454,0.638113454,0.638113454,0.638113454,0.638113454
01-04-2019 12:00,7156429.851,7156429.851,7156429.851,7156429.851,7156429.851,7156429.851,0.565700035,0.565700035,0.565700035,0.565700035,0.565700035,0.565700035,0.565700035,0.565700035
01-04-2019 13:00,7156503.116,7156503.116,7156503.116,7156503.116,7156503.116,7156503.116,0.458892894,0.458892894,0.458892894,0.458892894,0.458892894,0.458892894,0.458892894,0.458892894
01-04-2019 14:00,7156577.236,7156577.236,7156577.236,7156577.236,7156577.236,7156577.236,0.490262044,0.490262044,0.490262044,0.490262044,0.490262044,0.490262044,0.490262044,0.490262044
01-04-2019 15:00,7156652.212,7156652.212,7156652.212,7156652.212,7156652.212,7156652.212,0.495260083,0.495260083,0.495260083,0.495260083,0.495260083,0.495260083,0.495260083,0.495260083
01-04-2019 16:00,7156728.044,7156728.044,7156728.044,7156728.044,7156728.044,7156728.044,0.463318659,0.463318659,0.463318659,0.463318659,0.463318659,0.463318659,0.463318659,0.463318659
01-04-2019 17:00,7156804.732,7156804.732,7156804.732,7156804.732,7156804.732,7156804.732,0.487164971,0.487164971,0.487164971,0.487164971,0.487164971,0.487164971,0.487164971,0.487164971
01-04-2019 18:00,7156882.275,7156882.275,7156882.275,7156882.275,7156882.275,7156882.275,0.465230564,0.465230564,0.465230564,0.465230564,0.465230564,0.465230564,0.465230564,0.465230564
01-04-2019 19:00,7156960.674,7156960.674,7156960.674,7156960.674,7156960.674,7156960.674,0.423526252,0.423526252,0.423526252,0.423526252,0.423526252,0.423526252,0.423526252,0.423526252
01-04-2019 20:00,7157039.928,7157039.928,7157039.928,7157039.928,7157039.928,7157039.928,0.348720126,0.348720126,0.348720126,0.348720126,0.348720126,0.348720126,0.348720126,0.348720126
01-04-2019 21:00,7157120.038,7157120.038,7157120.038,7157120.038,7157120.038,7157120.038,0.22672459,0.22672459,0.22672459,0.22672459,0.22672459,0.22672459,0.22672459,0.22672459
01-04-2019 22:00,7157201.004,7157201.004,7157201.004,7157201.004,7157201.004,7157201.004,0.10641711,0.10641711,0.10641711,0.10641711,0.10641711,0.10641711,0.10641711,0.10641711
01-04-2019 23:00,7157282.824,7157282.824,7157282.824,7157282.824,7157282.824,7157282.824,0.045729951,0.045729951,0.045729951,0.045729951,0.045729951,0.045729951,0.045729951,0.045729951
01-05-2019 00:00,7157365.501,7157365.501,7157365.501,7157365.501,7157365.501,7157365.501,0.019021529,0.019021529,0.019021529,0.019021529,0.019021529,0.019021529,0.019021529,0.019021529
01-05-2019 01:00,7157449.032,7157449.032,7157449.032,7157449.032,7157449.032,7157449.032,0.006342652,0.006342652,0.006342652,0.006342652,0.006342652,0.006342652,0.006342652,0.006342652
01-05-2019 02:00,7157533.419,7157533.419,7157533.419,7157533.419,7157533.419,7157533.419,0.003929531,0.003929531,0.003929531,0.003929531,0.003929531,0.003929531,0.003929531,0.003929531
01-05-2019 03:00,7157618.661,7157618.661,7157618.661,7157618.661,7157618.661,7157618.661,0.007741717,0.007741717,0.007741717,0.007741717,0.007741717,0.007741717,0.007741717,0.007741717
01-05-2019 04:00,7157704.759,7157704.759,7157704.759,7157704.759,7157704.759,7157704.759,0.03904124,0.03904124,0.03904124,0.03904124,0.03904124,0.03904124,0.03904124,0.03904124
01-05-2019 05:00,7157791.711,7157791.711,7157791.711,7157791.711,7157791.711,7157791.711,0.177959059,0.177959059,0.177959059,0.177959059,0.177959059,0.177959059,0.177959059,0.177959059
01-05-2019 06:00,7157879.519,7157879.519,7157879.519,7157879.519,7157879.519,7157879.519,0.372426717,0.372426717,0.372426717,0.372426717,0.372426717,0.372426717,0.372426717,0.372426717
01-05-2019 07:00,7157968.182,7157968.182,7157968.182,7157968.182,7157968.182,7157968.182,0.4936847,0.4936847,0.4936847,0.4936847,0.4936847,0.4936847,0.4936847,0.4936847
01-05-2019 08:00,7158057.7,7158057.7,7158057.7,7158057.7,7158057.7,7158057.7,0.599716805,0.599716805,0.599716805,0.599716805,0.599716805,0.599716805,0.599716805,0.599716805
01-05-2019 09:00,7158148.073,7158148.073,7158148.073,7158148.073,7158148.073,7158148.073,0.495757386,0.495757386,0.495757386,0.495757386,0.495757386,0.495757386,0.495757386,0.495757386
01-05-2019 10:00,7158239.301,7158239.301,7158239.301,7158239.301,7158239.301,7158239.301,0.473899887,0.473899887,0.473899887,0.473899887,0.473899887,0.473899887,0.473899887,0.473899887
01-05-2019 11:00,7158331.383,7158331.383,7158331.383,7158331.383,7158331.383,7158331.383,0.600328524,0.600328524,0.600328524,0.600328524,0.600328524,0.600328524,0.600328524,0.600328524
01-05-2019 12:00,7158424.321,7158424.321,7158424.321,7158424.321,7158424.321,7158424.321,0.534210447,0.534210447,0.534210447,0.534210447,0.534210447,0.534210447,0.534210447,0.534210447
01-05-2019 13:00,7158518.114,7158518.114,7158518.114,7158518.114,7158518.114,7158518.114,0.423469638,0.423469638,0.423469638,0.423469638,0.423469638,0.423469638,0.423469638,0.423469638
01-05-2019 14:00,7158612.761,7158612.761,7158612.761,7158612.761,7158612.761,7158612.761,0.457344488,0.457344488,0.457344488,0.457344488,0.457344488,0.457344488,0.457344488,0.457344488
01-05-2019 15:00,7158708.263,7158708.263,7158708.263,7158708.263,7158708.263,7158708.263,0.470152128,0.470152128,0.470152128,0.470152128,0.470152128,0.470152128,0.470152128,0.470152128
01-05-2019 16:00,7158804.619,7158804.619,7158804.619,7158804.619,7158804.619,7158804.619,0.439618076,0.439618076,0.439618076,0.439618076,0.439618076,0.439618076,0.439618076,0.439618076
01-05-2019 17:00,7158901.83,7158901.83,7158901.83,7158901.83,7158901.83,7158901.83,0.465026649,0.465026649,0.465026649,0.465026649,0.465026649,0.465026649,0.465026649,0.465026649
01-05-2019 18:00,7158999.896,7158999.896,7158999.896,7158999.896,7158999.896,7158999.896,0.447384175,0.447384175,0.447384175,0.447384175,0.447384175,0.447384175,0.447384175,0.447384175
01-05-2019 19:00,7159098.816,7159098.816,7159098.816,7159098.816,7159098.816,7159098.816,0.409161519,0.409161519,0.409161519,0.409161519,0.409161519,0.409161519,0.409161519,0.409161519
01-05-2019 20:00,7159198.591,7159198.591,7159198.591,7159198.591,7159198.591,7159198.591,0.336858569,0.336858569,0.336858569,0.336858569,0.336858569,0.336858569,0.336858569,0.336858569
01-05-2019 21:00,7159299.22,7159299.22,7159299.22,7159299.22,7159299.22,7159299.22,0.217426284,0.217426284,0.217426284,0.217426284,0.217426284,0.217426284,0.217426284,0.217426284
01-05-2019 22:00,7159400.704,7159400.704,7159400.704,7159400.704,7159400.704,7159400.704,0.102868237,0.102868237,0.102868237,0.102868237,0.102868237,0.102868237,0.102868237,0.102868237
01-05-2019 23:00,7159503.042,7159503.042,7159503.042,7159503.042,7159503.042,7159503.042,0.044590477,0.044590477,0.044590477,0.044590477,0.044590477,0.044590477,0.044590477,0.044590477
01-06-2019 00:00,7159606.234,7159606.234,7159606.234,7159606.234,7159606.234,7159606.234,0.018339846,0.018339846,0.018339846,0.018339846,0.018339846,0.018339846,0.018339846,0.018339846
01-06-2019 01:00,7159710.28,7159710.28,7159710.28,7159710.28,7159710.28,7159710.28,0.006150537,0.006150537,0.006150537,0.006150537,0.006150537,0.006150537,0.006150537,0.006150537
01-06-2019 02:00,7159815.181,7159815.181,7159815.181,7159815.181,7159815.181,7159815.181,0.003529487,0.003529487,0.003529487,0.003529487,0.003529487,0.003529487,0.003529487,0.003529487
01-06-2019 03:00,7159920.935,7159920.935,7159920.935,7159920.935,7159920.935,7159920.935,0.007075878,0.007075878,0.007075878,0.007075878,0.007075878,0.007075878,0.007075878,0.007075878
01-06-2019 04:00,7160027.544,7160027.544,7160027.544,7160027.544,7160027.544,7160027.544,0.036569713,0.036569713,0.036569713,0.036569713,0.036569713,0.036569713,0.036569713,0.036569713
01-06-2019 05:00,7160135.006,7160135.006,7160135.006,7160135.006,7160135.006,7160135.006,0.171923542,0.171923542,0.171923542,0.171923542,0.171923542,0.171923542,0.171923542,0.171923542
01-06-2019 06:00,7160243.323,7160243.323,7160243.323,7160243.323,7160243.323,7160243.323,0.361518493,0.361518493,0.361518493,0.361518493,0.361518493,0.361518493,0.361518493,0.361518493
01-06-2019 07:00,7160352.493,7160352.493,7160352.493,7160352.493,7160352.493,7160352.493,0.48360434,0.48360434,0.48360434,0.48360434,0.48360434,0.48360434,0.48360434,0.48360434
01-06-2019 08:00,7160462.518,7160462.518,7160462.518,7160462.518,7160462.518,7160462.518,0.590215083,0.590215083,0.590215083,0.590215083,0.590215083,0.590215083,0.590215083,0.590215083
01-06-2019 09:00,7160573.396,7160573.396,7160573.396,7160573.396,7160573.396,7160573.396,0.488820498,0.488820498,0.488820498,0.488820498,0.488820498,0.488820498,0.488820498,0.488820498
01-06-2019 10:00,7160685.127,7160685.127,7160685.127,7160685.127,7160685.127,7160685.127,0.452909283,0.452909283,0.452909283,0.452909283,0.452909283,0.452909283,0.452909283,0.452909283
01-06-2019 11:00,7160797.713,7160797.713,7160797.713,7160797.713,7160797.713,7160797.713,0.588111095,0.588111095,0.588111095,0.588111095,0.588111095,0.588111095,0.588111095,0.588111095
01-06-2019 12:00,7160911.152,7160911.152,7160911.152,7160911.152,7160911.152,7160911.152,0.524773969,0.524773969,0.524773969,0.524773969,0.524773969,0.524773969,0.524773969,0.524773969
01-06-2019 13:00,7161025.444,7161025.444,7161025.444,7161025.444,7161025.444,7161025.444,0.413723647,0.413723647,0.413723647,0.413723647,0.413723647,0.413723647,0.413723647,0.413723647
01-06-2019 14:00,7161140.59,7161140.59,7161140.59,7161140.59,7161140.59,7161140.59,0.454449225,0.454449225,0.454449225,0.454449225,0.454449225,0.454449225,0.454449225,0.454449225
01-06-2019 15:00,7161256.589,7161256.589,7161256.589,7161256.589,7161256.589,7161256.589,0.46363899,0.46363899,0.46363899,0.46363899,0.46363899,0.46363899,0.46363899,0.46363899
01-06-2019 16:00,7161373.442,7161373.442,7161373.442,7161373.442,7161373.442,7161373.442,0.434776402,0.434776402,0.434776402,0.434776402,0.434776402,0.434776402,0.434776402,0.434776402
01-06-2019 17:00,7161491.148,7161491.148,7161491.148,7161491.148,7161491.148,7161491.148,0.458370174,0.458370174,0.458370174,0.458370174,0.458370174,0.458370174,0.458370174,0.458370174
01-06-2019 18:00,7161609.707,7161609.707,7161609.707,7161609.707,7161609.707,7161609.707,0.439796801,0.439796801,0.439796801,0.439796801,0.439796801,0.439796801,0.439796801,0.439796801
01-06-2019 19:00,7161729.12,7161729.12,7161729.12,7161729.12,7161729.12,7161729.12,0.401021343,0.401021343,0.401021343,0.401021343,0.401021343,0.401021343,0.401021343,0.401021343
01-06-2019 20:00,7161849.385,7161849.385,7161849.385,7161849.385,7161849.385,7161849.385,0.330607429,0.330607429,0.330607429,0.330607429,0.330607429,0.330607429,0.330607429,0.330607429
01-06-2019 21:00,7161970.504,7161970.504,7161970.504,7161970.504,7161970.504,7161970.504,0.215495228,0.215495228,0.215495228,0.215495228,0.215495228,0.215495228,0.215495228,0.215495228
01-06-2019 22:00,7162092.476,7162092.476,7162092.476,7162092.476,7162092.476,7162092.476,0.10271267,0.10271267,0.10271267,0.10271267,0.10271267,0.10271267,0.10271267,0.10271267
